response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0183,0.0040,0.0000,0.0000,0.0142,0.0000,200,3.8032
0.0235,0.0038,0.0000,0.0000,0.0196,0.0001,200,3.8029
0.0235,0.0040,0.0000,0.0000,0.0193,0.0000,200,3.8032
0.0239,0.0040,0.0000,0.0001,0.0197,0.0000,200,3.8032
0.0239,0.0041,0.0000,0.0000,0.0197,0.0001,200,3.8033
0.0277,0.0042,0.0000,0.0000,0.0234,0.0000,200,3.8031
0.0176,0.0080,0.0000,0.0000,0.0095,0.0001,200,3.9030
0.0177,0.0083,0.0000,0.0000,0.0094,0.0000,200,3.9032
0.0179,0.0083,0.0000,0.0000,0.0095,0.0001,200,3.9031
0.0224,0.0083,0.0000,0.0000,0.0140,0.0000,200,3.9032
0.0228,0.0079,0.0000,0.0000,0.0148,0.0000,200,3.9031
0.0240,0.0079,0.0000,0.0000,0.0160,0.0000,200,3.9032
0.0261,0.0084,0.0000,0.0000,0.0177,0.0000,200,3.9032
0.0289,0.0083,0.0000,0.0000,0.0205,0.0000,200,3.9032
0.0290,0.0083,0.0000,0.0001,0.0206,0.0001,200,3.9032
0.0291,0.0083,0.0000,0.0000,0.0207,0.0000,200,3.9032
0.0173,0.0070,0.0000,0.0000,0.0102,0.0001,200,4.0026
0.0177,0.0070,0.0000,0.0001,0.0106,0.0000,200,4.0026
0.0194,0.0070,0.0000,0.0001,0.0123,0.0001,200,4.0027
0.0197,0.0071,0.0000,0.0001,0.0124,0.0000,200,4.0025
0.0232,0.0073,0.0000,0.0000,0.0158,0.0000,200,4.0027
0.0234,0.0071,0.0000,0.0000,0.0161,0.0000,200,4.0025
0.0233,0.0070,0.0000,0.0001,0.0162,0.0000,200,4.0027
0.0256,0.0072,0.0000,0.0000,0.0184,0.0001,200,4.0026
0.0256,0.0071,0.0000,0.0000,0.0184,0.0001,200,4.0027
0.0267,0.0070,0.0000,0.0001,0.0195,0.0000,200,4.0027
0.0172,0.0078,0.0000,0.0000,0.0092,0.0001,200,4.1026
0.0198,0.0081,0.0000,0.0001,0.0115,0.0000,200,4.1028
0.0200,0.0079,0.0000,0.0000,0.0120,0.0000,200,4.1026
0.0200,0.0081,0.0000,0.0000,0.0117,0.0000,200,4.1027
0.0238,0.0080,0.0000,0.0001,0.0157,0.0000,200,4.1029
0.0243,0.0082,0.0000,0.0000,0.0160,0.0001,200,4.1028
0.0258,0.0081,0.0000,0.0001,0.0175,0.0000,200,4.1027
0.0270,0.0081,0.0000,0.0002,0.0187,0.0001,200,4.1028
0.0283,0.0080,0.0000,0.0001,0.0202,0.0000,200,4.1029
0.0307,0.0081,0.0000,0.0000,0.0226,0.0000,200,4.1029
0.0135,0.0048,0.0000,0.0000,0.0085,0.0001,200,4.2028
0.0203,0.0047,0.0000,0.0000,0.0155,0.0001,200,4.2031
0.0209,0.0047,0.0000,0.0000,0.0160,0.0000,200,4.2031
0.0210,0.0049,0.0000,0.0000,0.0160,0.0001,200,4.2030
0.0211,0.0050,0.0000,0.0000,0.0160,0.0001,200,4.2029
0.0210,0.0048,0.0000,0.0000,0.0161,0.0000,200,4.2031
0.0247,0.0047,0.0000,0.0000,0.0199,0.0000,200,4.2030
0.0249,0.0049,0.0000,0.0000,0.0199,0.0000,200,4.2029
0.0248,0.0049,0.0000,0.0000,0.0198,0.0000,200,4.2030
0.0248,0.0048,0.0000,0.0000,0.0198,0.0001,200,4.2031
0.0157,0.0048,0.0000,0.0000,0.0108,0.0001,200,4.3033
0.0158,0.0049,0.0000,0.0000,0.0108,0.0000,200,4.3033
0.0171,0.0052,0.0000,0.0000,0.0119,0.0000,200,4.3030
0.0229,0.0050,0.0000,0.0001,0.0177,0.0000,200,4.3031
0.0227,0.0050,0.0000,0.0000,0.0176,0.0000,200,4.3033
0.0228,0.0051,0.0000,0.0000,0.0177,0.0000,200,4.3032
0.0230,0.0049,0.0000,0.0001,0.0179,0.0001,200,4.3032
0.0247,0.0050,0.0000,0.0000,0.0196,0.0001,200,4.3032
0.0278,0.0050,0.0000,0.0000,0.0227,0.0000,200,4.3033
0.0280,0.0051,0.0000,0.0000,0.0227,0.0001,200,4.3031
0.0170,0.0066,0.0000,0.0000,0.0103,0.0001,200,4.4035
0.0173,0.0065,0.0000,0.0000,0.0107,0.0001,200,4.4032
0.0175,0.0066,0.0000,0.0000,0.0108,0.0000,200,4.4035
0.0206,0.0066,0.0000,0.0000,0.0139,0.0000,200,4.4035
0.0232,0.0066,0.0000,0.0000,0.0166,0.0000,200,4.4034
0.0235,0.0066,0.0000,0.0000,0.0168,0.0001,200,4.4035
0.0237,0.0063,0.0000,0.0001,0.0172,0.0000,200,4.4034
0.0264,0.0067,0.0000,0.0000,0.0197,0.0000,200,4.4034
0.0263,0.0065,0.0000,0.0000,0.0197,0.0000,200,4.4035
0.0264,0.0064,0.0000,0.0000,0.0199,0.0000,200,4.4034
0.0135,0.0037,0.0000,0.0000,0.0096,0.0001,200,4.5030
0.0151,0.0038,0.0000,0.0000,0.0111,0.0001,200,4.5029
0.0152,0.0037,0.0000,0.0000,0.0114,0.0001,200,4.5030
0.0197,0.0041,0.0000,0.0000,0.0156,0.0000,200,4.5032
0.0219,0.0042,0.0000,0.0000,0.0176,0.0001,200,4.5031
0.0222,0.0041,0.0000,0.0000,0.0180,0.0001,200,4.5031
0.0222,0.0041,0.0000,0.0000,0.0180,0.0000,200,4.5031
0.0255,0.0041,0.0000,0.0000,0.0214,0.0000,200,4.5031
0.0256,0.0041,0.0000,0.0000,0.0214,0.0000,200,4.5031
0.0293,0.0041,0.0000,0.0000,0.0249,0.0001,200,4.5030
0.0164,0.0070,0.0000,0.0000,0.0092,0.0001,200,4.6024
0.0181,0.0069,0.0000,0.0000,0.0110,0.0001,200,4.6025
0.0182,0.0071,0.0000,0.0000,0.0110,0.0000,200,4.6025
0.0220,0.0075,0.0000,0.0000,0.0143,0.0001,200,4.6026
0.0220,0.0075,0.0000,0.0000,0.0144,0.0001,200,4.6026
0.0258,0.0073,0.0000,0.0001,0.0183,0.0001,200,4.6027
0.0260,0.0074,0.0000,0.0001,0.0184,0.0001,200,4.6027
0.0278,0.0075,0.0000,0.0000,0.0203,0.0000,200,4.6027
0.0288,0.0074,0.0000,0.0001,0.0213,0.0000,200,4.6027
0.0301,0.0074,0.0000,0.0001,0.0225,0.0000,200,4.6026
0.0175,0.0074,0.0000,0.0000,0.0100,0.0001,200,4.7031
0.0176,0.0071,0.0000,0.0000,0.0104,0.0001,200,4.7029
0.0238,0.0071,0.0000,0.0000,0.0166,0.0000,200,4.7029
0.0238,0.0072,0.0000,0.0000,0.0165,0.0000,200,4.7029
0.0237,0.0075,0.0000,0.0000,0.0162,0.0000,200,4.7031
0.0237,0.0074,0.0000,0.0000,0.0162,0.0001,200,4.7031
0.0237,0.0075,0.0000,0.0000,0.0162,0.0000,200,4.7031
0.0267,0.0076,0.0000,0.0000,0.0189,0.0001,200,4.7031
0.0267,0.0074,0.0000,0.0001,0.0191,0.0001,200,4.7031
0.0277,0.0074,0.0000,0.0000,0.0201,0.0001,200,4.7030
0.0218,0.0069,0.0000,0.0000,0.0147,0.0001,200,4.8029
0.0218,0.0070,0.0000,0.0001,0.0147,0.0001,200,4.8029
0.0217,0.0068,0.0000,0.0001,0.0147,0.0001,200,4.8030
0.0217,0.0069,0.0000,0.0000,0.0147,0.0001,200,4.8031
0.0219,0.0068,0.0000,0.0000,0.0149,0.0001,200,4.8031
0.0247,0.0068,0.0000,0.0000,0.0178,0.0001,200,4.8030
0.0317,0.0070,0.0000,0.0001,0.0246,0.0000,200,4.8029
0.0316,0.0068,0.0000,0.0001,0.0247,0.0001,200,4.8031
0.0317,0.0070,0.0000,0.0000,0.0247,0.0000,200,4.8030
0.0318,0.0069,0.0000,0.0000,0.0248,0.0001,200,4.8031
0.0172,0.0072,0.0000,0.0001,0.0099,0.0001,200,4.9032
0.0214,0.0069,0.0000,0.0000,0.0144,0.0001,200,4.9030
0.0213,0.0069,0.0000,0.0000,0.0143,0.0001,200,4.9031
0.0215,0.0072,0.0000,0.0000,0.0142,0.0001,200,4.9032
0.0265,0.0067,0.0000,0.0000,0.0197,0.0001,200,4.9032
0.0265,0.0071,0.0000,0.0001,0.0192,0.0001,200,4.9032
0.0267,0.0072,0.0000,0.0000,0.0193,0.0001,200,4.9033
0.0266,0.0071,0.0000,0.0000,0.0194,0.0001,200,4.9033
0.0289,0.0072,0.0000,0.0000,0.0215,0.0001,200,4.9031
0.0291,0.0072,0.0000,0.0000,0.0218,0.0000,200,4.9033
0.0172,0.0069,0.0000,0.0000,0.0101,0.0001,200,5.0026
0.0204,0.0069,0.0000,0.0000,0.0133,0.0001,200,5.0026
0.0202,0.0072,0.0000,0.0000,0.0129,0.0000,200,5.0029
0.0240,0.0072,0.0000,0.0001,0.0166,0.0001,200,5.0028
0.0241,0.0073,0.0000,0.0000,0.0167,0.0000,200,5.0028
0.0241,0.0074,0.0000,0.0000,0.0167,0.0000,200,5.0028
0.0253,0.0073,0.0000,0.0000,0.0178,0.0001,200,5.0028
0.0286,0.0072,0.0000,0.0001,0.0213,0.0001,200,5.0029
0.0299,0.0072,0.0000,0.0001,0.0226,0.0000,200,5.0029
0.0300,0.0068,0.0000,0.0000,0.0232,0.0000,200,5.0028
0.0196,0.0069,0.0000,0.0000,0.0126,0.0001,200,5.1031
0.0236,0.0070,0.0000,0.0000,0.0165,0.0000,200,5.1030
0.0267,0.0074,0.0000,0.0000,0.0193,0.0000,200,5.1031
0.0267,0.0074,0.0000,0.0000,0.0192,0.0000,200,5.1032
0.0303,0.0071,0.0000,0.0000,0.0231,0.0001,200,5.1030
0.0322,0.0075,0.0000,0.0000,0.0246,0.0000,200,5.1032
0.0326,0.0074,0.0000,0.0001,0.0251,0.0000,200,5.1032
0.0350,0.0074,0.0000,0.0000,0.0276,0.0000,200,5.1032
0.0354,0.0076,0.0000,0.0000,0.0276,0.0001,200,5.1032
0.0387,0.0074,0.0000,0.0000,0.0312,0.0000,200,5.1031
0.0185,0.0070,0.0000,0.0000,0.0114,0.0001,200,5.2032
0.0194,0.0070,0.0000,0.0000,0.0124,0.0001,200,5.2033
0.0229,0.0074,0.0000,0.0000,0.0154,0.0000,200,5.2033
0.0259,0.0072,0.0000,0.0000,0.0186,0.0000,200,5.2034
0.0295,0.0070,0.0000,0.0000,0.0224,0.0000,200,5.2032
0.0339,0.0073,0.0000,0.0000,0.0265,0.0000,200,5.2033
0.0342,0.0075,0.0000,0.0000,0.0266,0.0001,200,5.2031
0.0356,0.0073,0.0000,0.0001,0.0282,0.0001,200,5.2034
0.0408,0.0074,0.0000,0.0001,0.0332,0.0001,200,5.2032
0.0408,0.0074,0.0000,0.0001,0.0333,0.0001,200,5.2032
0.0249,0.0099,0.0000,0.0001,0.0149,0.0001,200,5.3034
0.0250,0.0099,0.0000,0.0000,0.0150,0.0001,200,5.3033
0.0250,0.0099,0.0000,0.0001,0.0149,0.0001,200,5.3033
0.0300,0.0100,0.0000,0.0000,0.0199,0.0001,200,5.3033
0.0335,0.0100,0.0000,0.0001,0.0233,0.0001,200,5.3033
0.0344,0.0101,0.0000,0.0000,0.0242,0.0000,200,5.3032
0.0376,0.0099,0.0000,0.0001,0.0275,0.0000,200,5.3033
0.0380,0.0102,0.0000,0.0000,0.0277,0.0001,200,5.3031
0.0388,0.0099,0.0000,0.0001,0.0286,0.0001,200,5.3033
0.0398,0.0098,0.0000,0.0000,0.0299,0.0000,200,5.3034
0.0230,0.0077,0.0000,0.0000,0.0152,0.0001,200,5.4035
0.0229,0.0076,0.0000,0.0000,0.0152,0.0001,200,5.4036
0.0249,0.0076,0.0000,0.0001,0.0171,0.0001,200,5.4036
0.0312,0.0077,0.0000,0.0000,0.0234,0.0001,200,5.4036
0.0324,0.0077,0.0000,0.0001,0.0245,0.0000,200,5.4036
0.0334,0.0077,0.0000,0.0000,0.0255,0.0001,200,5.4035
0.0347,0.0076,0.0000,0.0002,0.0269,0.0001,200,5.4036
0.0396,0.0078,0.0000,0.0000,0.0317,0.0000,200,5.4035
0.0405,0.0078,0.0000,0.0001,0.0325,0.0000,200,5.4034
0.0447,0.0078,0.0000,0.0001,0.0367,0.0000,200,5.4034
0.0213,0.0092,0.0000,0.0000,0.0119,0.0000,200,5.5035
0.0235,0.0093,0.0000,0.0000,0.0141,0.0001,200,5.5035
0.0314,0.0093,0.0000,0.0001,0.0219,0.0000,200,5.5034
0.0313,0.0092,0.0000,0.0000,0.0220,0.0001,200,5.5035
0.0313,0.0091,0.0000,0.0001,0.0220,0.0000,200,5.5036
0.0314,0.0094,0.0000,0.0000,0.0219,0.0001,200,5.5034
0.0378,0.0092,0.0000,0.0001,0.0285,0.0000,200,5.5036
0.0381,0.0095,0.0000,0.0000,0.0285,0.0001,200,5.5033
0.0383,0.0094,0.0000,0.0001,0.0288,0.0001,200,5.5034
0.0407,0.0094,0.0000,0.0000,0.0313,0.0001,200,5.5034
0.0242,0.0091,0.0000,0.0000,0.0149,0.0001,200,5.6033
0.0243,0.0092,0.0000,0.0000,0.0150,0.0000,200,5.6033
0.0249,0.0093,0.0000,0.0000,0.0155,0.0001,200,5.6033
0.0278,0.0096,0.0000,0.0000,0.0181,0.0000,200,5.6034
0.0316,0.0096,0.0000,0.0000,0.0219,0.0001,200,5.6035
0.0321,0.0096,0.0000,0.0000,0.0224,0.0000,200,5.6034
0.0333,0.0096,0.0000,0.0001,0.0236,0.0000,200,5.6034
0.0375,0.0110,0.0000,0.0000,0.0264,0.0001,200,5.6035
0.0374,0.0095,0.0000,0.0000,0.0278,0.0001,200,5.6035
0.0403,0.0096,0.0000,0.0000,0.0307,0.0000,200,5.6035
0.0249,0.0084,0.0000,0.0001,0.0164,0.0001,200,5.7031
0.0247,0.0082,0.0000,0.0000,0.0164,0.0001,200,5.7033
0.0249,0.0083,0.0000,0.0001,0.0164,0.0000,200,5.7032
0.0251,0.0085,0.0000,0.0000,0.0165,0.0000,200,5.7030
0.0294,0.0084,0.0000,0.0000,0.0210,0.0001,200,5.7033
0.0324,0.0084,0.0000,0.0001,0.0239,0.0000,200,5.7031
0.0324,0.0083,0.0000,0.0000,0.0240,0.0000,200,5.7033
0.0335,0.0083,0.0000,0.0000,0.0251,0.0001,200,5.7033
0.0377,0.0082,0.0000,0.0001,0.0293,0.0001,200,5.7033
0.0391,0.0084,0.0000,0.0000,0.0306,0.0001,200,5.7032
0.0218,0.0077,0.0000,0.0000,0.0140,0.0001,200,5.8027
0.0221,0.0079,0.0000,0.0000,0.0141,0.0000,200,5.8024
0.0221,0.0079,0.0000,0.0000,0.0141,0.0000,200,5.8025
0.0274,0.0077,0.0000,0.0001,0.0196,0.0000,200,5.8027
0.0275,0.0078,0.0000,0.0000,0.0197,0.0001,200,5.8027
0.0304,0.0079,0.0000,0.0001,0.0224,0.0000,200,5.8025
0.0304,0.0079,0.0000,0.0001,0.0224,0.0000,200,5.8025
0.0336,0.0077,0.0000,0.0000,0.0258,0.0001,200,5.8027
0.0346,0.0078,0.0000,0.0000,0.0268,0.0000,200,5.8027
0.0393,0.0078,0.0000,0.0001,0.0313,0.0000,200,5.8025
0.0208,0.0078,0.0000,0.0000,0.0129,0.0001,200,5.9030
0.0223,0.0078,0.0000,0.0000,0.0144,0.0001,200,5.9032
0.0234,0.0075,0.0000,0.0000,0.0158,0.0001,200,5.9031
0.0238,0.0076,0.0000,0.0000,0.0161,0.0000,200,5.9031
0.0281,0.0079,0.0000,0.0000,0.0201,0.0000,200,5.9032
0.0314,0.0079,0.0000,0.0001,0.0234,0.0001,200,5.9032
0.0347,0.0081,0.0000,0.0000,0.0265,0.0001,200,5.9030
0.0354,0.0078,0.0000,0.0000,0.0275,0.0000,200,5.9032
0.0361,0.0079,0.0000,0.0000,0.0281,0.0000,200,5.9032
0.0401,0.0080,0.0000,0.0000,0.0320,0.0001,200,5.9031
0.0225,0.0079,0.0000,0.0000,0.0145,0.0001,200,6.0037
0.0227,0.0076,0.0000,0.0000,0.0150,0.0000,200,6.0036
0.0227,0.0078,0.0000,0.0000,0.0148,0.0000,200,6.0037
0.0227,0.0079,0.0000,0.0000,0.0148,0.0000,200,6.0038
0.0295,0.0078,0.0000,0.0000,0.0215,0.0001,200,6.0034
0.0321,0.0079,0.0000,0.0000,0.0240,0.0001,200,6.0037
0.0320,0.0079,0.0000,0.0001,0.0239,0.0000,200,6.0038
0.0366,0.0076,0.0000,0.0000,0.0290,0.0000,200,6.0036
0.0368,0.0080,0.0000,0.0000,0.0287,0.0001,200,6.0037
0.0386,0.0081,0.0000,0.0000,0.0304,0.0000,200,6.0036
0.0223,0.0077,0.0000,0.0001,0.0145,0.0001,200,6.1033
0.0238,0.0077,0.0000,0.0000,0.0160,0.0000,200,6.1033
0.0268,0.0083,0.0000,0.0000,0.0185,0.0000,200,6.1034
0.0287,0.0081,0.0000,0.0000,0.0205,0.0000,200,6.1035
0.0287,0.0081,0.0000,0.0000,0.0205,0.0000,200,6.1035
0.0333,0.0081,0.0000,0.0000,0.0251,0.0001,200,6.1035
0.0334,0.0081,0.0000,0.0000,0.0251,0.0001,200,6.1034
0.0352,0.0083,0.0000,0.0000,0.0268,0.0001,200,6.1035
0.0357,0.0077,0.0000,0.0000,0.0279,0.0000,200,6.1033
0.0398,0.0081,0.0000,0.0000,0.0317,0.0000,200,6.1035
0.0200,0.0077,0.0000,0.0000,0.0122,0.0001,200,6.2028
0.0217,0.0077,0.0000,0.0000,0.0139,0.0000,200,6.2029
0.0219,0.0078,0.0000,0.0000,0.0140,0.0000,200,6.2028
0.0247,0.0079,0.0000,0.0000,0.0167,0.0000,200,6.2027
0.0288,0.0078,0.0000,0.0001,0.0208,0.0001,200,6.2027
0.0301,0.0078,0.0000,0.0002,0.0220,0.0000,200,6.2027
0.0342,0.0078,0.0000,0.0001,0.0262,0.0000,200,6.2028
0.0343,0.0079,0.0000,0.0000,0.0264,0.0000,200,6.2028
0.0372,0.0078,0.0000,0.0001,0.0292,0.0001,200,6.2028
0.0374,0.0080,0.0000,0.0001,0.0292,0.0001,200,6.2026
0.0229,0.0081,0.0000,0.0000,0.0147,0.0001,200,6.3033
0.0229,0.0081,0.0000,0.0000,0.0147,0.0001,200,6.3033
0.0286,0.0081,0.0000,0.0000,0.0204,0.0001,200,6.3033
0.0343,0.0081,0.0000,0.0000,0.0260,0.0000,200,6.3031
0.0342,0.0081,0.0000,0.0000,0.0261,0.0000,200,6.3032
0.0344,0.0083,0.0000,0.0000,0.0260,0.0000,200,6.3031
0.0383,0.0082,0.0000,0.0001,0.0300,0.0001,200,6.3031
0.0383,0.0080,0.0000,0.0000,0.0302,0.0000,200,6.3033
0.0401,0.0081,0.0000,0.0000,0.0318,0.0000,200,6.3032
0.0431,0.0081,0.0000,0.0000,0.0349,0.0000,200,6.3033
0.0224,0.0079,0.0000,0.0000,0.0142,0.0001,200,6.4028
0.0314,0.0080,0.0000,0.0001,0.0233,0.0001,200,6.4026
0.0313,0.0080,0.0000,0.0000,0.0232,0.0001,200,6.4027
0.0312,0.0078,0.0000,0.0000,0.0233,0.0001,200,6.4028
0.0312,0.0078,0.0000,0.0001,0.0234,0.0000,200,6.4028
0.0368,0.0079,0.0000,0.0000,0.0288,0.0000,200,6.4028
0.0375,0.0080,0.0000,0.0000,0.0293,0.0001,200,6.4027
0.0404,0.0079,0.0000,0.0000,0.0324,0.0001,200,6.4029
0.0413,0.0079,0.0000,0.0000,0.0333,0.0001,200,6.4029
0.0421,0.0079,0.0000,0.0000,0.0341,0.0000,200,6.4029
0.0198,0.0045,0.0000,0.0000,0.0152,0.0001,200,6.5032
0.0205,0.0055,0.0000,0.0000,0.0148,0.0001,200,6.5035
0.0249,0.0043,0.0000,0.0000,0.0205,0.0000,200,6.5034
0.0249,0.0055,0.0000,0.0000,0.0193,0.0001,200,6.5034
0.0250,0.0055,0.0000,0.0000,0.0193,0.0000,200,6.5034
0.0288,0.0055,0.0000,0.0000,0.0232,0.0000,200,6.5034
0.0320,0.0054,0.0000,0.0000,0.0265,0.0000,200,6.5035
0.0337,0.0045,0.0000,0.0000,0.0291,0.0000,200,6.5033
0.0349,0.0055,0.0000,0.0001,0.0292,0.0001,200,6.5034
0.0369,0.0055,0.0000,0.0000,0.0312,0.0001,200,6.5035
0.0220,0.0074,0.0000,0.0000,0.0144,0.0001,200,6.6027
0.0220,0.0091,0.0000,0.0000,0.0127,0.0000,200,6.6028
0.0236,0.0090,0.0000,0.0000,0.0145,0.0001,200,6.6028
0.0279,0.0076,0.0000,0.0000,0.0202,0.0001,200,6.6026
0.0319,0.0091,0.0000,0.0000,0.0228,0.0001,200,6.6028
0.0354,0.0090,0.0000,0.0000,0.0263,0.0000,200,6.6028
0.0383,0.0091,0.0000,0.0000,0.0292,0.0000,200,6.6029
0.0423,0.0092,0.0000,0.0000,0.0330,0.0001,200,6.6027
0.0435,0.0075,0.0000,0.0000,0.0360,0.0000,200,6.6027
0.0487,0.0091,0.0000,0.0000,0.0395,0.0000,200,6.6027
0.0212,0.0076,0.0000,0.0000,0.0136,0.0001,200,6.7030
0.0244,0.0075,0.0000,0.0001,0.0167,0.0000,200,6.7030
0.0246,0.0076,0.0000,0.0001,0.0168,0.0000,200,6.7028
0.0248,0.0077,0.0000,0.0000,0.0170,0.0001,200,6.7027
0.0302,0.0077,0.0000,0.0001,0.0224,0.0001,200,6.7029
0.0311,0.0076,0.0000,0.0001,0.0233,0.0001,200,6.7030
0.0324,0.0075,0.0000,0.0001,0.0247,0.0001,200,6.7030
0.0362,0.0076,0.0000,0.0000,0.0284,0.0000,200,6.7029
0.0363,0.0076,0.0000,0.0000,0.0286,0.0000,200,6.7030
0.0400,0.0075,0.0000,0.0001,0.0323,0.0000,200,6.7030
0.0196,0.0073,0.0000,0.0000,0.0122,0.0001,200,6.8032
0.0228,0.0073,0.0000,0.0000,0.0155,0.0001,200,6.8033
0.0267,0.0074,0.0000,0.0001,0.0191,0.0001,200,6.8031
0.0265,0.0072,0.0000,0.0000,0.0192,0.0001,200,6.8034
0.0272,0.0072,0.0000,0.0001,0.0198,0.0000,200,6.8033
0.0338,0.0073,0.0000,0.0001,0.0264,0.0000,200,6.8032
0.0345,0.0073,0.0000,0.0000,0.0271,0.0001,200,6.8033
0.0345,0.0073,0.0000,0.0001,0.0271,0.0000,200,6.8033
0.0356,0.0074,0.0000,0.0001,0.0281,0.0000,200,6.8032
0.0394,0.0073,0.0000,0.0001,0.0319,0.0000,200,6.8033
0.0232,0.0087,0.0000,0.0000,0.0144,0.0001,200,6.9030
0.0232,0.0084,0.0000,0.0000,0.0147,0.0000,200,6.9031
0.0246,0.0086,0.0000,0.0000,0.0158,0.0001,200,6.9030
0.0254,0.0086,0.0000,0.0000,0.0168,0.0000,200,6.9031
0.0307,0.0087,0.0000,0.0000,0.0218,0.0001,200,6.9032
0.0325,0.0085,0.0000,0.0000,0.0240,0.0000,200,6.9031
0.0327,0.0085,0.0000,0.0000,0.0240,0.0001,200,6.9030
0.0361,0.0085,0.0000,0.0000,0.0275,0.0001,200,6.9032
0.0373,0.0086,0.0000,0.0000,0.0286,0.0001,200,6.9030
0.0380,0.0088,0.0000,0.0000,0.0292,0.0001,200,6.9032
0.0218,0.0077,0.0000,0.0001,0.0140,0.0001,200,7.0034
0.0218,0.0076,0.0000,0.0000,0.0141,0.0000,200,7.0035
0.0218,0.0075,0.0000,0.0000,0.0142,0.0000,200,7.0035
0.0262,0.0076,0.0000,0.0000,0.0185,0.0001,200,7.0035
0.0273,0.0078,0.0000,0.0000,0.0195,0.0000,200,7.0033
0.0287,0.0076,0.0000,0.0001,0.0209,0.0000,200,7.0035
0.0298,0.0077,0.0000,0.0001,0.0219,0.0000,200,7.0033
0.0353,0.0075,0.0000,0.0001,0.0277,0.0000,200,7.0035
0.0355,0.0077,0.0000,0.0001,0.0277,0.0001,200,7.0034
0.0366,0.0079,0.0000,0.0000,0.0286,0.0001,200,7.0035
0.0204,0.0073,0.0000,0.0001,0.0129,0.0001,200,7.1037
0.0204,0.0078,0.0000,0.0000,0.0126,0.0000,200,7.1037
0.0216,0.0073,0.0000,0.0000,0.0142,0.0000,200,7.1036
0.0255,0.0076,0.0000,0.0000,0.0178,0.0000,200,7.1035
0.0289,0.0075,0.0000,0.0000,0.0213,0.0001,200,7.1035
0.0309,0.0074,0.0000,0.0001,0.0233,0.0001,200,7.1036
0.0343,0.0075,0.0000,0.0000,0.0267,0.0000,200,7.1035
0.0344,0.0076,0.0000,0.0000,0.0267,0.0000,200,7.1034
0.0378,0.0074,0.0000,0.0000,0.0304,0.0001,200,7.1036
0.0382,0.0074,0.0000,0.0001,0.0307,0.0000,200,7.1036
0.0303,0.0097,0.0000,0.0001,0.0203,0.0001,200,7.2033
0.0305,0.0097,0.0000,0.0000,0.0207,0.0001,200,7.2030
0.0304,0.0098,0.0000,0.0000,0.0205,0.0000,200,7.2031
0.0303,0.0114,0.0000,0.0000,0.0188,0.0001,200,7.2033
0.0337,0.0097,0.0000,0.0000,0.0239,0.0000,200,7.2032
0.0336,0.0114,0.0000,0.0000,0.0221,0.0000,200,7.2034
0.0344,0.0115,0.0000,0.0000,0.0228,0.0000,200,7.2033
0.0358,0.0115,0.0000,0.0000,0.0242,0.0000,200,7.2033
0.0411,0.0115,0.0000,0.0000,0.0294,0.0000,200,7.2033
0.0416,0.0114,0.0000,0.0000,0.0301,0.0000,200,7.2033
0.0234,0.0072,0.0000,0.0000,0.0161,0.0000,200,7.3035
0.0250,0.0071,0.0000,0.0000,0.0177,0.0001,200,7.3034
0.0283,0.0071,0.0000,0.0001,0.0211,0.0000,200,7.3034
0.0283,0.0070,0.0000,0.0001,0.0212,0.0000,200,7.3034
0.0361,0.0072,0.0000,0.0000,0.0288,0.0000,200,7.3033
0.0362,0.0072,0.0000,0.0000,0.0289,0.0000,200,7.3032
0.0361,0.0071,0.0000,0.0001,0.0289,0.0000,200,7.3034
0.0389,0.0070,0.0000,0.0000,0.0317,0.0000,200,7.3035
0.0395,0.0071,0.0000,0.0001,0.0323,0.0000,200,7.3033
0.0424,0.0072,0.0000,0.0000,0.0351,0.0000,200,7.3033
0.0218,0.0082,0.0000,0.0000,0.0135,0.0001,200,7.4032
0.0256,0.0082,0.0000,0.0000,0.0173,0.0001,200,7.4032
0.0258,0.0083,0.0000,0.0000,0.0174,0.0000,200,7.4031
0.0290,0.0082,0.0000,0.0001,0.0207,0.0000,200,7.4032
0.0310,0.0083,0.0000,0.0000,0.0225,0.0001,200,7.4030
0.0349,0.0081,0.0000,0.0000,0.0267,0.0001,200,7.4032
0.0355,0.0082,0.0000,0.0000,0.0272,0.0001,200,7.4032
0.0370,0.0082,0.0000,0.0000,0.0287,0.0001,200,7.4031
0.0398,0.0081,0.0000,0.0000,0.0316,0.0001,200,7.4032
0.0408,0.0083,0.0000,0.0000,0.0324,0.0000,200,7.4033
0.0216,0.0075,0.0000,0.0000,0.0139,0.0001,200,7.5033
0.0246,0.0076,0.0000,0.0001,0.0168,0.0000,200,7.5034
0.0246,0.0076,0.0000,0.0001,0.0169,0.0000,200,7.5033
0.0247,0.0079,0.0000,0.0000,0.0167,0.0001,200,7.5035
0.0298,0.0076,0.0000,0.0001,0.0221,0.0000,200,7.5034
0.0308,0.0076,0.0000,0.0000,0.0232,0.0000,200,7.5034
0.0341,0.0075,0.0000,0.0001,0.0265,0.0000,200,7.5035
0.0341,0.0075,0.0000,0.0000,0.0265,0.0000,200,7.5035
0.0359,0.0076,0.0000,0.0001,0.0281,0.0000,200,7.5034
0.0387,0.0078,0.0000,0.0001,0.0308,0.0000,200,7.5032
0.0231,0.0080,0.0000,0.0000,0.0150,0.0001,200,7.6034
